"Confirmed","Date","Type","Label","Address","Amount (RVN)","Asset","ID"
"true","2018-03-17T17:58:30","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.88805997","RVN","918db81be7954a31b7ef33734a61722109e0c1e43faf4bc5750b699398b2c1a9"
"true","2018-03-17T17:00:09","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.23660829","RVN","4f51916b17760af5ffac163aee1d1dc8ea91c1ede21d94949efbbcc7acc364b8"
"true","2018-03-17T15:55:02","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.04929341","RVN","4c3471171a87f08375c0971d9da3dd06cc1cf2faf80e9c7f5babca9c9a8b3f51"
"true","2018-03-17T14:53:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.09729430","RVN","ad4f584476cef376a8776297eed080d841ff9c65aae10a02b4327f59649de446"
"true","2018-03-17T14:05:57","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.58999284","RVN","3a65f476c96953bd6100136618a460657087d0e1ecdc639a7081ed68df068f6b"
"true","2018-03-17T02:37:37","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.19146808","RVN","56012cb1bc6691119bd170696a4475e98139205ce8ed66b06327f582616a01ef"
"true","2018-03-17T01:37:53","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","2.08427271","RVN","1a3fce680d249bac1fea481c316d71dfffb2514208e47d7891cedafe50fca7d8"
"true","2018-03-17T00:35:59","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.29934977","RVN","c70731da7ba674c87d66d95ee894ebff8124fd6381b5cfeee6e214382941ce27"
"true","2018-03-16T23:36:27","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.20457683","RVN","136d7b8e41253e9ad72c564472a74246367b427875ca4787ef1bf1ade0eead90"
"true","2018-03-16T22:29:51","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","3.70346955","RVN","d26307c35b686d4d8251f6db0d882c1573366ecd801c29aa68a9ec5afe659820"
"true","2018-03-16T21:29:09","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","5.25945320","RVN","ad317a29d1fecbb702372f5282f1fffd717f64d2b840dc70a8dfbbd334f72b53"
"true","2018-03-16T21:09:29","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.04210816","RVN","fc4aaee8dc113b3213a620b5e470711c55a1b96a2f966e0bf3d8ddae4e1212e4"
"true","2018-03-16T20:28:30","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.77773026","RVN","d88bb75d7e3b7bdabf0fda286b33b269342e2b0a13209b17253f6f6c0fae5758"
"true","2018-03-16T00:50:10","Received with","Mining","R9vTgLGABP8C1M4ayKt7qAibDGy4eNKBWQ","0.45764360","RVN","6cecd83bde40f0260868e966fabe96520dde9f84640bb854f68e74e17cea977f"
